field,angle,ik,ikprime,qx,qy,qz,t2_raw,t2_smoothed
0.5,0,0,0,0.0,0.0,0.0,0.354164752771452,0.35563946409806946
0.5,0,0,1,0.036050656752339885,-0.02081385638042621,-2.8798012967783443e-18,0.24777320581953885,0.24832395615429334
0.5,0,0,2,0.07210131350467976,-0.04162771276085245,-5.7596025935566855e-18,0.05711193963055707,0.05666321351543136
0.5,0,0,3,0.03605065675233987,0.02081385638042621,2.156865190553251e-18,0.23201616542181708,0.23291917173635815
0.5,0,0,4,0.07210131350467976,-2.7755575615628914e-17,-7.229361062250901e-19,0.0952273826775411,0.0954977358828023
0.5,0,0,5,5.551115123125783e-17,-0.4162771276085246,-5.0366664873315985e-17,0.00110033221164195,0.0011809122328133048
0.5,0,0,6,0.03605065675233994,-0.4370909839889509,-5.324646617009432e-17,0.001186539899699453,0.0012042835125109746
0.5,0,0,7,0.03605065675233993,-0.3954632712280984,-4.820979968276272e-17,0.0010503477050726147,0.0010772139319112804
0.5,0,0,8,0.07210131350467978,-0.4162771276085246,-5.108960097954106e-17,0.0011129768593966661,0.0010715218448964284
0.5,0,0,9,0.07210131350467978,-0.37464941484767217,-4.605293449220947e-17,0.0009465270634508646,0.0009473898873317088
0.5,0,0,10,-0.32445591077105895,-0.22895242018468848,-2.4448453202310898e-17,0.001299863568087482,0.0012592702893977395
0.5,0,0,11,-0.28840525401871897,-0.2497662765651148,-2.7328254499089243e-17,0.001673666806103826,0.0015775722661974735
0.5,0,0,12,-0.32445591077105895,-0.18732470742383595,-1.941178671497929e-17,0.0010260386386962959,0.0010262432479341576
0.5,0,0,13,-0.28840525401871897,-0.20813856380426227,-2.229158801175764e-17,0.0010641322341684485,0.001049078902271621
0.5,0,0,14,-0.28840525401871897,-0.16651085104340985,-1.7254921524426052e-17,0.0008470634162845229,0.000799285741684811
0.5,0,1,0,-0.036050656752339885,0.02081385638042621,2.8798012967783443e-18,0.24777320581953885,0.24832395615429334
0.5,0,1,1,0.0,0.0,0.0,0.39050793719388466,0.39172251372136685
0.5,0,1,2,0.03605065675233987,-0.020813856380426238,-2.8798012967783412e-18,0.2560859232753455,0.2564035769839316
0.5,0,1,3,-1.3877787807814457e-17,0.04162771276085242,5.0366664873315954e-18,0.2405591309145441,0.24071387517383935
0.5,0,1,4,0.03605065675233987,0.020813856380426182,2.156865190553254e-18,0.2461206050558652,0.24676405112352984
0.5,0,1,5,-0.03605065675233983,-0.3954632712280984,-4.748686357653764e-17,0.0011614661476633925,0.001130455588984581
0.5,0,1,6,5.551115123125783e-17,-0.4162771276085247,-5.036666487331598e-17,0.0009698238953755892,0.0010212614371827994
0.5,0,1,7,4.163336342344337e-17,-0.37464941484767217,-4.532999838598438e-17,0.0009484310649734419,0.0009560314848036316
0.5,0,1,8,0.0360506567523399,-0.3954632712280984,-4.8209799682762715e-17,0.0008768609369931163,0.0009013012016225505
0.5,0,1,9,0.0360506567523399,-0.35383555846724596,-4.3173133195431126e-17,0.0007129025874931326,0.0007426394512216249
0.5,0,1,10,-0.3605065675233988,-0.20813856380426227,-2.1568651905532554e-17,0.0014007424633037551,0.001386033213693705
0.5,0,1,11,-0.32445591077105884,-0.2289524201846886,-2.4448453202310898e-17,0.001493962587547931,0.00144988951286906
0.5,0,1,12,-0.3605065675233988,-0.16651085104340974,-1.6531985418200946e-17,0.001173444395148315,0.0012350674878652463
0.5,0,1,13,-0.32445591077105884,-0.18732470742383606,-1.9411786714979297e-17,0.0011463316679357631,0.0011619556887294993
0.5,0,1,14,-0.32445591077105884,-0.14569699466298364,-1.4375120227647708e-17,0.00099088009815294,0.0009715521660341817
0.5,0,2,0,-0.07210131350467976,0.04162771276085245,5.7596025935566855e-18,0.05711193963055707,0.05666321351543136
0.5,0,2,1,-0.03605065675233987,0.020813856380426238,2.8798012967783412e-18,0.2560859232753455,0.2564035769839316
0.5,0,2,2,0.0,0.0,0.0,0.3773857324070455,0.3782148887087693
0.5,0,2,3,-0.036050656752339885,0.06244156914127866,7.916467784109937e-18,0.09400210885273877,0.09315852597722203
0.5,0,2,4,0.0,0.04162771276085242,5.0366664873315954e-18,0.23950688367431291,0.23941387705865602
0.5,0,2,5,-0.0721013135046797,-0.3746494148476721,-4.46070622797593e-17,0.0011885952708183781,0.0011325841885383996
0.5,0,2,6,-0.036050656752339816,-0.39546327122809843,-4.748686357653764e-17,0.0009193497265305311,0.0008944860812292783
0.5,0,2,7,-0.03605065675233983,-0.3538355584672459,-4.245019708920604e-17,0.0010611121226939007,0.0009541936886148381
0.5,0,2,8,2.7755575615628914e-17,-0.3746494148476721,-4.532999838598438e-17,0.0007399044625142648,0.0007444627506800624
0.5,0,2,9,2.7755575615628914e-17,-0.3330217020868197,-4.029333189865279e-17,0.0006495540282498936,0.0006523707303285957
0.5,0,2,10,-0.3965572242757387,-0.18732470742383603,-1.8688850608754213e-17,0.0018524385920544498,0.0018960686329505551
0.5,0,2,11,-0.3605065675233987,-0.20813856380426235,-2.1568651905532557e-17,0.0015731675535490873,0.0015621968466328273
0.5,0,2,12,-0.3965572242757387,-0.1456969946629835,-1.3652184121422605e-17,0.0014638979429376568,0.0015459658137154742
0.5,0,2,13,-0.3605065675233987,-0.16651085104340982,-1.6531985418200956e-17,0.001328631528994675,0.0013962567858001294
0.5,0,2,14,-0.3605065675233987,-0.1248831382825574,-1.1495318930869366e-17,0.0011189041484473724,0.001125303929774647
0.5,0,3,0,-0.03605065675233987,-0.02081385638042621,-2.156865190553251e-18,0.23201616542181705,0.23291917173635815
0.5,0,3,1,1.3877787807814457e-17,-0.04162771276085242,-5.0366664873315954e-18,0.2405591309145441,0.24071387517383935
0.5,0,3,2,0.036050656752339885,-0.06244156914127866,-7.916467784109937e-18,0.09400210885273877,0.09315852597722202
0.5,0,3,3,0.0,0.0,0.0,0.34683388778204394,0.348613943520405
0.5,0,3,4,0.036050656752339885,-0.020813856380426238,-2.8798012967783412e-18,0.23325848030875132,0.23400162900344512
0.5,0,3,5,-0.036050656752339816,-0.4370909839889508,-5.2523530063869236e-17,0.0014230502471520396,0.0014291962334585491
0.5,0,3,6,6.938893903907228e-17,-0.4579048403693771,-5.5403331360647574e-17,0.0015608766820968856,0.0014823326290543616
0.5,0,3,7,5.551115123125783e-17,-0.4162771276085246,-5.036666487331597e-17,0.0011587912305531852,0.0012163650457292486
0.5,0,3,8,0.03605065675233991,-0.4370909839889508,-5.324646617009431e-17,0.0012615354203946382,0.001270375791794629
0.5,0,3,9,0.03605065675233991,-0.3954632712280984,-4.820979968276272e-17,0.0009937972645345532,0.0010204420534410546
0.5,0,3,10,-0.3605065675233988,-0.2497662765651147,-2.660531839286415e-17,0.001303310684386217,0.0012703271586189386
0.5,0,3,11,-0.32445591077105884,-0.270580132945541,-2.9485119689642494e-17,0.00151952037759078,0.0014427805576154628
0.5,0,3,12,-0.3605065675233988,-0.20813856380426216,-2.1568651905532542e-17,0.0011561103814461539,0.0011375190182074265
0.5,0,3,13,-0.32445591077105884,-0.22895242018468848,-2.4448453202310892e-17,0.001126064377867179,0.0010987220856298286
0.5,0,3,14,-0.32445591077105884,-0.18732470742383606,-1.9411786714979303e-17,0.0008461842007527533,0.0008517961178559234
0.5,0,4,0,-0.07210131350467976,2.7755575615628914e-17,7.229361062250901e-19,0.0952273826775411,0.0954977358828023
0.5,0,4,1,-0.03605065675233987,-0.020813856380426182,-2.156865190553254e-18,0.2461206050558652,0.24676405112352984
0.5,0,4,2,0.0,-0.04162771276085242,-5.0366664873315954e-18,0.23950688367431291,0.23941387705865602
0.5,0,4,3,-0.036050656752339885,0.020813856380426238,2.8798012967783412e-18,0.2332584803087512,0.234001629003445
0.5,0,4,4,0.0,0.0,0.0,0.35477379595533887,0.3561983429464366
0.5,0,4,5,-0.0721013135046797,-0.41627712760852453,-4.964372876709089e-17,0.0011700686439300647,0.001256584824538423
0.5,0,4,6,-0.036050656752339816,-0.43709098398895085,-5.252353006386923e-17,0.0013687894441054033,0.0013391228311070093
0.5,0,4,7,-0.03605065675233983,-0.3954632712280983,-4.748686357653763e-17,0.0011890680061149236,0.0011487403140350088
0.5,0,4,8,2.7755575615628914e-17,-0.41627712760852453,-5.0366664873315966e-17,0.0011100777324420594,0.0011298948259181167
