field,angle,ik,ikprime,qx,qy,qz,t2_raw,t2_smoothed
1.0,0,0,0,0.0,0.0,0.0,0.6342672575467742,0.6379651435726583
1.0,0,0,1,0.036050656752339885,-0.02081385638042621,-2.8798012967783443e-18,0.4461270461734538,0.4487888350037146
1.0,0,0,2,0.07210131350467976,-0.04162771276085245,-5.7596025935566855e-18,0.10256577133243902,0.10329659572330684
1.0,0,0,3,0.03605065675233987,0.02081385638042621,2.156865190553251e-18,0.41515989171202733,0.4171515243000966
1.0,0,0,4,0.07210131350467976,-2.7755575615628914e-17,-7.229361062250901e-19,0.17260482043996797,0.17334338949132025
1.0,0,0,5,5.551115123125783e-17,-0.4162771276085246,-5.0366664873315985e-17,0.000220872988947802,0.0002081721167881999
1.0,0,0,6,0.03605065675233994,-0.4370909839889509,-5.324646617009432e-17,0.00012300044452864752,0.00011562001495623407
1.0,0,0,7,0.03605065675233993,-0.3954632712280984,-4.820979968276272e-17,0.00013783886928583948,0.0001242321863113928
1.0,0,0,8,0.07210131350467978,-0.4162771276085246,-5.108960097954106e-17,0.0001389794326526391,0.00013034424952265174
1.0,0,0,9,0.07210131350467978,-0.37464941484767217,-4.605293449220947e-17,0.0002974567739239952,0.0002804512152859186
1.0,0,0,10,-0.32445591077105895,-0.22895242018468848,-2.4448453202310898e-17,0.0001819226519735547,0.00018612992041641118
1.0,0,0,11,-0.28840525401871897,-0.2497662765651148,-2.7328254499089243e-17,0.0003682627866033185,0.0003982745096942627
1.0,0,0,12,-0.32445591077105895,-0.18732470742383595,-1.941178671497929e-17,0.00010578929656076378,0.0001017908204621056
1.0,0,0,13,-0.28840525401871897,-0.20813856380426227,-2.229158801175764e-17,0.00019670571628077404,0.00019001602981541938
1.0,0,0,14,-0.28840525401871897,-0.16651085104340985,-1.7254921524426052e-17,9.673924151442276e-05,9.204724746304065e-05
1.0,0,1,0,-0.036050656752339885,0.02081385638042621,2.8798012967783443e-18,0.44612704617345367,0.44878883500371447
1.0,0,1,1,0.0,0.0,0.0,0.7010320746772386,0.7049773552286438
1.0,0,1,2,0.03605065675233987,-0.020813856380426238,-2.8798012967783412e-18,0.46215113380758915,0.46480628697851556
1.0,0,1,3,-1.3877787807814457e-17,0.04162771276085242,5.0366664873315954e-18,0.42837847583655,0.4306221212859074
1.0,0,1,4,0.03605065675233987,0.020813856380426182,2.156865190553254e-18,0.4423408680887633,0.44437469430967286
1.0,0,1,5,-0.03605065675233983,-0.3954632712280984,-4.748686357653764e-17,0.00013151503556386817,0.0001201386892890167
1.0,0,1,6,5.551115123125783e-17,-0.4162771276085247,-5.036666487331598e-17,0.00021081494118897857,0.00019803302343670182
1.0,0,1,7,4.163336342344337e-17,-0.37464941484767217,-4.532999838598438e-17,8.944601444538742e-05,7.57661835349431e-05
1.0,0,1,8,0.0360506567523399,-0.3954632712280984,-4.8209799682762715e-17,0.00010275520780182127,9.283419175167889e-05
1.0,0,1,9,0.0360506567523399,-0.35383555846724596,-4.3173133195431126e-17,0.00012085143738812473,0.00010766958682190254
1.0,0,1,10,-0.3605065675233988,-0.20813856380426227,-2.1568651905532554e-17,0.0001920433474535686,0.0001843539455531017
1.0,0,1,11,-0.32445591077105884,-0.2289524201846886,-2.4448453202310898e-17,0.0002000862208412428,0.0002065252249284264
1.0,0,1,12,-0.3605065675233988,-0.16651085104340974,-1.6531985418200946e-17,0.00021041998721510992,0.00020217182861677026
1.0,0,1,13,-0.32445591077105884,-0.18732470742383606,-1.9411786714979297e-17,0.00011847774003796716,0.00011117866622083353
1.0,0,1,14,-0.32445591077105884,-0.14569699466298364,-1.4375120227647708e-17,0.00010852139419315221,0.00010121041686059585
1.0,0,2,0,-0.07210131350467976,0.04162771276085245,5.7596025935566855e-18,0.10256577133243902,0.10329659572330684
1.0,0,2,1,-0.03605065675233987,0.020813856380426238,2.8798012967783412e-18,0.4621511338075893,0.4648062869785157
1.0,0,2,2,0.0,0.0,0.0,0.6784927608102088,0.6821928109623737
1.0,0,2,3,-0.036050656752339885,0.06244156914127866,7.916467784109937e-18,0.16627055972942395,0.16725262331601826
1.0,0,2,4,0.0,0.04162771276085242,5.0366664873315954e-18,0.4280587989717781,0.43021694521235737
1.0,0,2,5,-0.0721013135046797,-0.3746494148476721,-4.46070622797593e-17,0.00020332265070740043,0.00021586249223326867
1.0,0,2,6,-0.036050656752339816,-0.39546327122809843,-4.748686357653764e-17,0.00010874304534403091,9.867353561041443e-05
1.0,0,2,7,-0.03605065675233983,-0.3538355584672459,-4.245019708920604e-17,9.278584891108655e-05,8.650933777619815e-05
1.0,0,2,8,2.7755575615628914e-17,-0.3746494148476721,-4.532999838598438e-17,7.293413968604657e-05,6.180425805467826e-05
1.0,0,2,9,2.7755575615628914e-17,-0.3330217020868197,-4.029333189865279e-17,9.344331700054412e-05,7.987294947580132e-05
1.0,0,2,10,-0.3965572242757387,-0.18732470742383603,-1.8688850608754213e-17,0.00041796084242807125,0.0004058033864424172
1.0,0,2,11,-0.3605065675233987,-0.20813856380426235,-2.1568651905532557e-17,0.00021364632937112107,0.00020420012412121637
1.0,0,2,12,-0.3965572242757387,-0.1456969946629835,-1.3652184121422605e-17,0.00024116903979026896,0.00023701928150148398
1.0,0,2,13,-0.3605065675233987,-0.16651085104340982,-1.6531985418200956e-17,0.00022566434597103124,0.00021521118568693464
1.0,0,2,14,-0.3605065675233987,-0.1248831382825574,-1.1495318930869366e-17,0.00017383163072255925,0.00015858430547088898
1.0,0,3,0,-0.03605065675233987,-0.02081385638042621,-2.156865190553251e-18,0.41515989171202733,0.41715152430009655
1.0,0,3,1,1.3877787807814457e-17,-0.04162771276085242,-5.0366664873315954e-18,0.42837847583655,0.4306221212859074
1.0,0,3,2,0.036050656752339885,-0.06244156914127866,-7.916467784109937e-18,0.16627055972942398,0.16725262331601828
1.0,0,3,3,0.0,0.0,0.0,0.6244129304917422,0.6281599470516153
1.0,0,3,4,0.036050656752339885,-0.020813856380426238,-2.8798012967783412e-18,0.42331016776504704,0.42591251596962965
1.0,0,3,5,-0.036050656752339816,-0.4370909839889508,-5.2523530063869236e-17,0.0005708981291887757,0.0005564279183360238
1.0,0,3,6,6.938893903907228e-17,-0.4579048403693771,-5.5403331360647574e-17,0.00032517846179856344,0.0003106774530377509
1.0,0,3,7,5.551115123125783e-17,-0.4162771276085246,-5.036666487331597e-17,0.00025471765570153274,0.00023856934725664572
1.0,0,3,8,0.03605065675233991,-0.4370909839889508,-5.324646617009431e-17,0.00013780700905796617,0.00012687574233150912
1.0,0,3,9,0.03605065675233991,-0.3954632712280984,-4.820979968276272e-17,0.00010942985722595402,9.948900257361968e-05
