field,angle,sublattice,ik,ikprime,qx,qy,qz,structure_factor
0.1,0,0,0,0,0.0,0.0,0.0,4.36230468749851
0.1,0,0,0,1,0.036050656752339885,-0.02081385638042621,-2.8798012967783443e-18,3.0262097725329884
0.1,0,0,0,2,0.07210131350467976,-0.04162771276085245,-5.7596025935566855e-18,1.1879688206717027
0.1,0,0,0,3,0.03605065675233987,0.02081385638042621,2.156865190553251e-18,3.3041091315066846
0.1,0,0,0,4,0.07210131350467976,-2.7755575615628914e-17,-7.229361062250901e-19,1.8115243089512525
0.1,0,0,0,5,5.551115123125783e-17,-0.4162771276085246,-5.0366664873315985e-17,1.1643642608914349
0.1,0,0,0,6,0.03605065675233994,-0.4370909839889509,-5.324646617009432e-17,0.8925562931619188
0.1,0,0,0,7,0.03605065675233993,-0.3954632712280984,-4.820979968276272e-17,1.073598591224053
0.1,0,0,0,8,0.07210131350467978,-0.4162771276085246,-5.108960097954106e-17,0.8141882716820776
0.1,0,0,0,9,0.07210131350467978,-0.37464941484767217,-4.605293449220947e-17,1.0286933553273716
0.1,0,0,0,10,-0.32445591077105895,-0.22895242018468848,-2.4448453202310898e-17,1.2026407172544782
0.1,0,0,0,11,-0.28840525401871897,-0.2497662765651148,-2.7328254499089243e-17,1.311368107512743
0.1,0,0,0,12,-0.32445591077105895,-0.18732470742383595,-1.941178671497929e-17,1.0934268037394086
0.1,0,0,0,13,-0.28840525401871897,-0.20813856380426227,-2.229158801175764e-17,1.149777863241396
0.1,0,0,0,14,-0.28840525401871897,-0.16651085104340985,-1.7254921524426052e-17,0.9418945309195801
0.1,0,0,1,0,-0.036050656752339885,0.02081385638042621,2.8798012967783443e-18,3.0262097725329884
0.1,0,0,1,1,0.0,0.0,0.0,4.36230468749851
0.1,0,0,1,2,0.03605065675233987,-0.020813856380426238,-2.8798012967783412e-18,3.0262097725329884
0.1,0,0,1,3,-1.3877787807814457e-17,0.04162771276085242,5.0366664873315954e-18,3.102059039495936
0.1,0,0,1,4,0.03605065675233987,0.020813856380426182,2.156865190553254e-18,3.304109131506685
0.1,0,0,1,5,-0.03605065675233983,-0.3954632712280984,-4.748686357653764e-17,1.271377663596775
0.1,0,0,1,6,5.551115123125783e-17,-0.4162771276085247,-5.036666487331598e-17,1.164364260891434
0.1,0,0,1,7,4.163336342344337e-17,-0.37464941484767217,-4.532999838598438e-17,1.3016666381584583
0.1,0,0,1,8,0.0360506567523399,-0.3954632712280984,-4.8209799682762715e-17,1.0735985912240533
0.1,0,0,1,9,0.0360506567523399,-0.35383555846724596,-4.3173133195431126e-17,1.1425299843298717
0.1,0,0,1,10,-0.3605065675233988,-0.20813856380426227,-2.1568651905532554e-17,1.1846598877980843
0.1,0,0,1,11,-0.32445591077105884,-0.2289524201846886,-2.4448453202310898e-17,1.2026407172544782
0.1,0,0,1,12,-0.3605065675233988,-0.16651085104340974,-1.6531985418200946e-17,0.9357352205217376
0.1,0,0,1,13,-0.32445591077105884,-0.18732470742383606,-1.9411786714979297e-17,1.0934268037394095
0.1,0,0,1,14,-0.32445591077105884,-0.14569699466298364,-1.4375120227647708e-17,0.8151996514562615
0.1,0,0,2,0,-0.07210131350467976,0.04162771276085245,5.7596025935566855e-18,1.1879688206717027
0.1,0,0,2,1,-0.03605065675233987,0.020813856380426238,2.8798012967783412e-18,3.0262097725329884
0.1,0,0,2,2,0.0,0.0,0.0,4.36230468749851
0.1,0,0,2,3,-0.036050656752339885,0.06244156914127866,7.916467784109937e-18,1.5493927702555457
0.1,0,0,2,4,0.0,0.04162771276085242,5.0366664873315954e-18,3.102059039495935
