field,temperature,angle,mode,ik,kx,ky,energy,vx_archived,surface_weight,inverse_tau,tau,sigma_term,inverse_tau_error
2.0,0.5,0,raw,3,0.1081519702570196,0.22895242018468848,5.145607021581596,0.020355732276406392,0.5191554241865939,2.6577481700762697,0.3762583721283506,0.002847106444398368,0.5076288480132283
2.0,0.5,0,raw,4,0.14420262700935949,0.20813856380426224,5.14564473400505,0.026715871630664557,0.5189042758364556,2.6333566460687448,0.3797434735978009,0.0049339487336174425,0.5156984340311563
2.0,0.5,0,raw,5,0.07210131350467978,-0.20813856380426232,5.146844912315772,0.0005797263311832068,0.5205325849982075,2.746423177245928,0.36410994790787665,2.0210257756838345e-06,0.6692117563337716
2.0,0.5,0,raw,6,0.10815197025701967,-0.22895242018468864,5.145283064283133,0.020767649695250218,0.5201991268486323,1.900280325711151,0.5262381483772745,0.0042452226331540725,0.35664221429004084
2.0,0.5,0,raw,7,0.10815197025701966,-0.1873247074238361,5.144121377789962,-0.010719092181551456,0.5293336940278256,2.2625842127746356,0.4419724995666293,0.0010277393425722895,0.42948678090556386
2.0,0.5,0,raw,8,0.1442026270093595,-0.20813856380426232,5.14534716925702,0.02758948382352358,0.5198300769023786,1.8247184732438682,0.548029745225445,0.007764502125327626,0.33648290574403944
2.0,0.5,0,raw,9,0.1442026270093595,-0.1665108510434099,5.147021734594037,-0.0001259620521843198,0.5199197772191021,2.110464357972212,0.47382937135258013,1.2189817682074525e-07,0.345021722317854
2.0,0.5,0,raw,10,-0.2523545972663792,-0.02081385638042621,5.145677872466416,-0.0434418685841995,0.51985771673767,1.6456027902678085,0.6076800585864698,0.020864983138258082,0.2689615971693746
2.0,0.5,0,raw,11,-0.21630394051403923,-0.04162771276085253,5.147376441087658,0.002858217999507969,0.5206594926129264,1.9980978383749177,0.5004759931141883,6.401056023404266e-05,0.39311987763229533
2.0,0.5,0,raw,12,-0.2523545972663792,0.02081385638042632,5.14568083614509,-0.04516075583106109,0.519842788437298,1.4792158408378568,0.6760338636135619,0.025079059855916425,0.24794896918730208
2.0,0.5,0,raw,13,-0.21630394051403923,0.0,5.144627763799344,0.02362499790397463,0.5292851652193965,1.3847820632579466,0.7221352922836982,0.007967283646908388,0.26225832898785856
2.0,0.5,0,raw,14,-0.21630394051403923,0.04162771276085242,5.147285144449704,0.0015024015617280991,0.5195837738285636,1.400094608261805,0.7142374480260901,2.543164392730496e-05,0.2888415402474451
2.0,4.0,0,raw,0,0.07210131350467973,0.20813856380426227,5.147068562018063,0.0012798121389270486,0.5199186403998483,2.2859277395083963,0.43745914742478104,1.1563700230121387e-05,0.33915198419535564
2.0,4.0,0,raw,1,0.10815197025701961,0.18732470742383606,5.144408487097705,-0.008533825831208507,0.5292631038427693,2.098014246377357,0.47664118664909016,0.00069357332232578,0.2907105804192283
2.0,4.0,0,raw,2,0.14420262700935949,0.16651085104340982,5.147184635464241,0.0023193317508343274,0.5198165912370559,2.1349753103863693,0.4683894915014397,4.0179599179542844e-05,0.2634273609677192
2.0,4.0,0,raw,3,0.1081519702570196,0.22895242018468848,5.145607021581596,0.020355732276406392,0.5191554241865939,2.3127815751284317,0.43237978491093293,0.0032717711105908986,0.39630167451487797
2.0,4.0,0,raw,4,0.14420262700935949,0.20813856380426224,5.14564473400505,0.026715871630664557,0.5189042758364556,2.1932121065668655,0.45595225240906834,0.00592411771307074,0.3471069793741747
